turbine,issue_time_utc,time_utc,time_local,lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m,power
t1,2026-01-30,2026-01-31 00:00:00,2026-01-31 06:00:00,24.0,0.8060152036541683,0.4864275890389298,0.894964745898494,0.9886751849843342,12.398148148148147,2.2761398808512725,-2.6999999999999997,0.145
t1,2026-01-30,2026-01-31 01:00:00,2026-01-31 07:00:00,25.0,0.8203149797021444,0.5131746884410722,0.9197232012057277,0.9891502160453467,12.546296296296296,2.211315828974515,-2.8666666666666667,0.48
t1,2026-01-30,2026-01-31 02:00:00,2026-01-31 08:00:00,26.0,0.8479523852098256,0.5777993622042976,0.938818261720022,0.9892477623599517,12.842592592592593,1.932569559648671,-3.0,0.5016666666666666
t1,2026-01-30,2026-01-31 03:00:00,2026-01-31 09:00:00,27.0,0.8690648817703353,0.6124267927177618,0.9479074276171225,0.9892566919994656,12.925925925925926,1.6947479995247103,-2.466666666666667,0.5216666666666666
t1,2026-01-30,2026-01-31 04:00:00,2026-01-31 10:00:00,28.0,0.9227217234153526,0.7648552811703022,0.9668595008752247,0.9892469447740337,13.018518518518519,1.6796561719492114,-0.39999999999999997,0.9500000000000001
t1,2026-01-30,2026-01-31 05:00:00,2026-01-31 11:00:00,29.0,0.9213040681237589,0.7510787202449355,0.9674332501589198,0.9892458280421235,13.305555555555557,2.2496570383334995,1.6666666666666667,0.9583333333333334
t1,2026-01-30,2026-01-31 06:00:00,2026-01-31 12:00:00,30.0,0.9236827723954745,0.7439691753419205,0.9671866141761846,0.989440238429108,12.796296296296298,2.927932387512325,3.366666666666667,0.9266666666666666
t1,2026-01-30,2026-01-31 07:00:00,2026-01-31 13:00:00,31.0,0.9231652539884503,0.7486911286392179,0.965856308573236,0.9890929411868152,12.722222222222223,3.2478625449841787,4.699999999999999,0.945
t1,2026-01-30,2026-01-31 08:00:00,2026-01-31 14:00:00,32.0,0.906710312542181,0.6858392525070179,0.9510052618258107,0.9885879776476998,12.592592592592593,3.215790195949067,5.766666666666667,0.8783333333333333
t1,2026-01-30,2026-01-31 09:00:00,2026-01-31 15:00:00,33.0,0.9035667889182395,0.6566911744288377,0.9529633557770048,0.9863976686347568,11.75925925925926,2.42707422639101,6.133333333333333,0.875
t1,2026-01-30,2026-01-31 10:00:00,2026-01-31 16:00:00,34.0,0.8512370355178265,0.6120236714043081,0.9450326677517747,0.9855455612699137,11.046296296296296,1.8801540957773422,5.766666666666667,0.8450000000000001
t1,2026-01-30,2026-01-31 11:00:00,2026-01-31 17:00:00,35.0,0.7674225704258595,0.4338929884173551,0.8113514315558423,0.9757207535053639,10.555555555555555,1.376892636821526,4.366666666666666,0.7983333333333333
t1,2026-01-30,2026-01-31 12:00:00,2026-01-31 18:00:00,36.0,0.634534054834321,0.21836476795065796,0.6341171581102293,0.9543456575883115,10.092592592592593,1.0297778337249621,2.533333333333333,0.81
t1,2026-01-30,2026-01-31 13:00:00,2026-01-31 19:00:00,37.0,0.37750912311427987,0.1134272927214634,0.2770889269572481,0.7920401444545727,8.916666666666666,1.647341667020304,1.2333333333333334,0.8216666666666667
t1,2026-01-30,2026-01-31 14:00:00,2026-01-31 20:00:00,38.0,0.20088854774741213,0.018884017547399413,0.14072855201615234,0.6012857027428206,7.166666666666667,2.242442726741543,0.5666666666666667,0.3383333333333334
t1,2026-01-30,2026-01-31 15:00:00,2026-01-31 21:00:00,39.0,0.19643607054691906,0.01536073054792686,0.12610972252752295,0.5519745869786926,5.055555555555556,3.4888490797445755,-0.20000000000000004,0.03
t1,2026-01-30,2026-01-31 16:00:00,2026-01-31 22:00:00,40.0,0.17283867654085106,0.015261989019740275,0.1038921979205365,0.4090099738895036,5.305555555555556,0.4819264325804855,-0.8666666666666667,0.016666666666666666
t1,2026-01-30,2026-01-31 17:00:00,2026-01-31 23:00:00,41.0,0.17510699692023687,0.011074058370842665,0.0818711822864556,0.5137717303581034,5.435185185185186,2.394427257822654,-1.4333333333333333,0.19999999999999998
t1,2026-01-30,2026-01-31 18:00:00,2026-02-01 00:00:00,42.0,0.08288374631705833,0.010256009597776033,0.018217043076282288,0.2412351321088052,3.6203703703703702,1.8194621147007366,-2.066666666666667,
t1,2026-01-30,2026-01-31 19:00:00,2026-02-01 01:00:00,43.0,0.06477356052267724,0.00994239077355992,0.015528696333731598,0.17713916940738575,3.2870370370370376,2.1463314476398034,-2.3666666666666667,
t1,2026-01-30,2026-01-31 20:00:00,2026-02-01 02:00:00,44.0,0.05127408872386133,0.009925915443846422,0.015785667741356577,0.16153375099010622,2.8518518518518516,2.152792712015105,-2.433333333333333,
t1,2026-01-30,2026-01-31 21:00:00,2026-02-01 03:00:00,45.0,0.05379023166909383,0.009878571461526276,0.014849794128045659,0.16484482614646764,2.6203703703703702,3.1102842816625627,-2.5,
t1,2026-01-30,2026-01-31 22:00:00,2026-02-01 04:00:00,46.0,0.06469147144071263,0.009845266562589784,0.012707206804458035,0.21825388036969984,3.3333333333333335,4.259068031133943,-2.6,
t1,2026-01-30,2026-01-31 23:00:00,2026-02-01 05:00:00,47.0,0.08074864538801162,0.011266669978098477,0.01807834966779037,0.27620802602180566,4.166666666666667,5.389747926948846,-2.866666666666667,
t1,2026-01-31,2026-02-01 00:00:00,2026-02-01 06:00:00,24.0,0.14580905363010352,0.009148610666523466,0.0627991767358091,0.509812060484748,4.398148148148148,5.554189646901234,-2.6333333333333333,
t1,2026-01-31,2026-02-01 01:00:00,2026-02-01 07:00:00,25.0,0.16035965212135342,0.012586999035605952,0.09262106925176711,0.5978952992582646,5.638888888888889,5.2779970714675235,-2.766666666666667,
t1,2026-01-31,2026-02-01 02:00:00,2026-02-01 08:00:00,26.0,0.14884732898628253,0.009602656394145617,0.1179065302223128,0.6576324712516742,6.777777777777779,4.150338376804393,-2.766666666666667,
