turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-01-31 18:00:00,2026-02-01 00:00:00,1,0.0,24.0,0.09544883056121288,0.009778836554056345,0.02688755790649092,0.22837074219442544,3.6203703703703702,1.8194621147007366,-2.066666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-01-31 19:00:00,2026-02-01 01:00:00,1,1.0,24.0,0.05732819886040258,0.009730426940160878,0.026668764467594634,0.17502905175643435,3.2870370370370376,2.1463314476398034,-2.3666666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-01-31 20:00:00,2026-02-01 02:00:00,1,2.0,24.0,0.0641910794469773,0.009907944642496539,0.023261320914196297,0.16627194396251752,2.8518518518518516,2.152792712015105,-2.433333333333333
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-01-31 21:00:00,2026-02-01 03:00:00,1,3.0,24.0,0.06785927788017262,0.009718963387732604,0.018044291784307793,0.1813646771878899,2.6203703703703702,3.1102842816625627,-2.5
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-01-31 22:00:00,2026-02-01 04:00:00,1,4.0,24.0,0.07894098907334961,0.009691308468002667,0.017969675585849054,0.2199977289229332,3.3333333333333335,4.259068031133943,-2.6
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-01-31 23:00:00,2026-02-01 05:00:00,1,5.0,24.0,0.10516091374113122,0.009138349449668227,0.030298657813191673,0.31785051802522174,4.166666666666667,5.389747926948846,-2.866666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 00:00:00,2026-02-01 06:00:00,1,6.0,24.0,0.13459500896192775,0.007216375974802843,0.07005081725332209,0.4252210789083871,4.398148148148148,5.554189646901234,-2.6333333333333333
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 01:00:00,2026-02-01 07:00:00,1,7.0,24.0,0.1818314382254737,0.015150289384639387,0.08754347248133415,0.6114798490683155,5.638888888888889,5.2779970714675235,-2.766666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 02:00:00,2026-02-01 08:00:00,1,8.0,24.0,0.16663207965237825,0.008814981609700841,0.10450205720951956,0.6041809242446872,6.777777777777779,4.150338376804393,-2.766666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 03:00:00,2026-02-01 09:00:00,1,9.0,24.0,0.29017440223146923,0.02325768571323391,0.20420370075447344,0.6961999989829666,7.546296296296297,2.208697267938542,-2.266666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 04:00:00,2026-02-01 10:00:00,1,10.0,24.0,0.4425384684474199,0.06466369876383742,0.4018569809736509,0.8604595101549775,8.62962962962963,2.3950716717370275,-0.4666666666666666
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 05:00:00,2026-02-01 11:00:00,1,11.0,24.0,0.43855771586095627,0.057413602357972195,0.445942040238214,0.8436804225884096,8.250000000000002,2.3575135991909724,1.8333333333333333
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 06:00:00,2026-02-01 12:00:00,1,12.0,24.0,0.2969819874896217,0.03737631204803993,0.2862814415308879,0.7060720552684127,7.324074074074075,2.8977339663809203,3.2000000000000006
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 07:00:00,2026-02-01 13:00:00,1,13.0,24.0,0.24470351326679726,0.01647414395011893,0.250563650392961,0.6680400807690074,7.027777777777778,3.738046793067269,4.3999999999999995
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 08:00:00,2026-02-01 14:00:00,1,14.0,24.0,0.27088657372204955,0.027552447355029427,0.2627699788907877,0.6678211678373457,6.842592592592593,3.6885221258996173,5.400000000000001
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 09:00:00,2026-02-01 15:00:00,1,15.0,24.0,0.26016078662367226,0.017610642499080398,0.21240487144866355,0.6795589467378295,6.5,3.57147045830816,5.8
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 10:00:00,2026-02-01 16:00:00,1,16.0,24.0,0.2732829750343578,0.02834079773073269,0.20777960837192377,0.6345123719801864,6.583333333333333,3.452834763094604,5.166666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 11:00:00,2026-02-01 17:00:00,1,17.0,24.0,0.24150446883367332,0.0123628296083515,0.1901253199919407,0.5993174366888674,6.916666666666667,3.329975160252886,3.6999999999999997
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 12:00:00,2026-02-01 18:00:00,1,18.0,24.0,0.24316410674979397,0.019211140776261022,0.1586666733691588,0.62807053909175,6.287037037037037,3.340540048993582,2.0
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 13:00:00,2026-02-01 19:00:00,1,19.0,24.0,0.23751185395378893,0.036440654860610516,0.14295623697852503,0.632199010685696,6.777777777777778,3.3555969460287582,0.8000000000000002
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 14:00:00,2026-02-01 20:00:00,1,20.0,24.0,0.26010406953282633,0.041243174846553335,0.19412858049433332,0.6362652899605601,7.018518518518519,2.944619142266809,0.3
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 15:00:00,2026-02-01 21:00:00,1,21.0,24.0,0.2767085593238856,0.04568562375799991,0.21251272711428762,0.6331656493823153,7.314814814814816,2.8087623770150048,-0.1333333333333334
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 16:00:00,2026-02-01 22:00:00,1,22.0,24.0,0.2818450154362439,0.07660179512490722,0.24193586377867451,0.6459424553129824,7.500000000000001,2.530523539253498,-0.2333333333333333
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 17:00:00,2026-02-01 23:00:00,1,23.0,24.0,0.2655380023956049,0.06346976008435481,0.211207684247263,0.6484606237696547,7.694444444444444,2.550114981673,-0.6
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 18:00:00,2026-02-02 00:00:00,2,24.0,48.0,0.22603960297239353,0.03563459017442207,0.1953558772671938,0.6618667885267153,7.648148148148149,4.283756043896688,-0.8333333333333334
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 19:00:00,2026-02-02 01:00:00,2,25.0,48.0,0.2742019575600031,0.04716291826145445,0.19935855872408437,0.6862820737371652,7.990740740740741,4.0690731090849415,-1.0
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 20:00:00,2026-02-02 02:00:00,2,26.0,48.0,0.35944240771335617,0.07647223890335045,0.30047561607889994,0.7683709103290378,8.416666666666666,3.828197042028087,-1.2
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 21:00:00,2026-02-02 03:00:00,2,27.0,48.0,0.4713109541473818,0.17906009245345966,0.5102609024026407,0.8533270249574798,8.87037037037037,3.298116434642796,-1.4333333333333336
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 22:00:00,2026-02-02 04:00:00,2,28.0,48.0,0.504817537808611,0.19540905461802074,0.45581489873892866,0.9217809751635324,9.416666666666666,2.7927374950126236,-1.5666666666666667
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-01 23:00:00,2026-02-02 05:00:00,2,29.0,48.0,0.5851380324453208,0.2984770524343524,0.554180312399872,0.9395430287474712,9.972222222222221,2.4423918149588077,-1.6333333333333335
t1,rolling,2026-01-31,2026-01-31 18:00:00,2026-02-01,2026-02-02 00:00:00,2026-02-02 06:00:00,2,30.0,48.0,0.6487533923676378,0.3832852448112753,0.6981889904470161,0.9639120303943691,10.462962962962964,1.523563210361513,-1.9666666666666668
