turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-10 18:00:00,2026-02-11 00:00:00,1,0.0,24.0,0.8495159894064865,0.6819368132535744,0.8788024151517101,0.9702305513481904,14.203703703703702,1.1311844187843165,2.1666666666666665
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-10 19:00:00,2026-02-11 01:00:00,1,1.0,24.0,0.8464700296182949,0.6682347513043011,0.8825771552684921,0.9698238372629979,15.111111111111114,0.07349309197401682,1.9666666666666666
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-10 20:00:00,2026-02-11 02:00:00,1,2.0,24.0,0.8332134243141052,0.5937508469477495,0.8825771552684921,0.9695880629119775,15.212962962962962,1.2172668906725312,1.8
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-10 21:00:00,2026-02-11 03:00:00,1,3.0,24.0,0.8114633184962566,0.5881331241292819,0.8762551331470901,0.9701752630288939,14.731481481481481,1.9068454763776475,1.6666666666666667
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-10 22:00:00,2026-02-11 04:00:00,1,4.0,24.0,0.7073775844668856,0.4449558977352337,0.7830757712327081,0.9748408327801802,13.90740740740741,2.0318325771084536,1.5
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-10 23:00:00,2026-02-11 05:00:00,1,5.0,24.0,0.6219259328737454,0.20645000901776756,0.7005357493469208,0.975425848595638,12.768518518518519,2.2533126049159833,1.8333333333333333
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 00:00:00,2026-02-11 06:00:00,1,6.0,24.0,0.30201016604751496,0.05632409991707829,0.27994444491678105,0.8527153737098712,9.166666666666666,0.5471587667664509,1.9666666666666668
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 01:00:00,2026-02-11 07:00:00,1,7.0,24.0,0.18002283719331313,0.0,0.08168579282199594,0.5724382955413253,4.962962962962963,2.798855218652695,0.8666666666666667
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 02:00:00,2026-02-11 08:00:00,1,8.0,24.0,0.12403715101636235,0.0,0.06643868477603232,0.38203471056476346,4.194444444444445,2.3896962460003466,0.7999999999999999
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 03:00:00,2026-02-11 09:00:00,1,9.0,24.0,0.1995390508700833,0.0,0.1231813360208766,0.46571276286076296,4.7592592592592595,3.9162069601506646,1.5666666666666667
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 04:00:00,2026-02-11 10:00:00,1,10.0,24.0,0.23638866719701387,0.0,0.13218870850594278,0.6030692255734227,4.8240740740740735,3.4552176207272907,3.5999999999999996
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 05:00:00,2026-02-11 11:00:00,1,11.0,24.0,0.341577068739825,0.0,0.23199910542892702,0.8100311202685482,6.527777777777778,3.4695545307683684,6.066666666666666
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 06:00:00,2026-02-11 12:00:00,1,12.0,24.0,0.43918872765269734,0.0,0.3312575824771859,0.9383522161151863,8.481481481481481,4.934551067592992,7.966666666666666
t1,rolling,2026-02-10,2026-02-10 18:00:00,2026-02-11,2026-02-11 07:00:00,2026-02-11 13:00:00,1,13.0,24.0,0.36954888576966693,0.0,0.32909637250624907,0.9107723636542355,9.25,7.523266380837319,9.066666666666668
