turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-04 18:00:00,2026-02-05 00:00:00,1,0.0,24.0,0.8785140503450506,0.6320220589124986,0.9088161276611885,0.9817587836298609,11.564814814814815,1.073794663529237,0.26666666666666666
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-04 19:00:00,2026-02-05 01:00:00,1,1.0,24.0,0.8932777487890033,0.6978148471214468,0.9448687009381155,0.9809061053619489,12.416666666666666,1.0107447443700146,0.3
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-04 20:00:00,2026-02-05 02:00:00,1,2.0,24.0,0.9082087733115034,0.7278883703339476,0.9462022515412073,0.9807777132703415,13.601851851851853,0.7506855577299745,0.5
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-04 21:00:00,2026-02-05 03:00:00,1,3.0,24.0,0.9232040424162293,0.8006379579743714,0.9475220660143564,0.9808485095111884,14.25,0.8282250842153096,0.6
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-04 22:00:00,2026-02-05 04:00:00,1,4.0,24.0,0.9232040424162293,0.8006379579743714,0.9475220660143564,0.9808520405615516,14.685185185185185,0.5933877766671151,0.5666666666666668
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-04 23:00:00,2026-02-05 05:00:00,1,5.0,24.0,0.9174150312820875,0.7908232982787785,0.9476747847914475,0.9808492620683895,15.148148148148147,0.8855550908498248,0.6666666666666666
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 00:00:00,2026-02-05 06:00:00,1,6.0,24.0,0.9187165247063072,0.7776807111588824,0.9470758747139422,0.9808638609758249,16.055555555555557,1.9722222222222223,0.5666666666666667
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 01:00:00,2026-02-05 07:00:00,1,7.0,24.0,0.921722808838527,0.7613990248558371,0.9476747847914475,0.9808493177149085,16.84259259259259,2.6447790015572563,0.6
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 02:00:00,2026-02-05 08:00:00,1,8.0,24.0,0.9144342770938384,0.762585658849629,0.94777478469608,0.9808464085837082,17.26851851851852,2.8725947175894193,0.5333333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 03:00:00,2026-02-05 09:00:00,1,9.0,24.0,0.9118190813413006,0.763363832593977,0.94777478469608,0.9808484250826591,17.305555555555557,3.156049452741219,1.0333333333333332
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 04:00:00,2026-02-05 10:00:00,1,10.0,24.0,0.9156457864336778,0.763363832593977,0.94777478469608,0.9808497169987201,17.09259259259259,3.3925678270161903,2.533333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 05:00:00,2026-02-05 11:00:00,1,11.0,24.0,0.9198750252541831,0.7632437515416133,0.94777478469608,0.9808520563877373,16.39814814814815,2.9664187023573514,3.9333333333333336
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 06:00:00,2026-02-05 12:00:00,1,12.0,24.0,0.9218977454169338,0.7655041706956676,0.94777478469608,0.9808526426840961,16.39814814814815,3.171333468287148,5.0
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 07:00:00,2026-02-05 13:00:00,1,13.0,24.0,0.9229784271514888,0.7676072569166605,0.94777478469608,0.980855881758395,16.0,3.0373193184081417,5.833333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 08:00:00,2026-02-05 14:00:00,1,14.0,24.0,0.9227234590914594,0.7643372927331316,0.9477271299512426,0.9808743649388602,15.620370370370372,2.8811773856484475,6.533333333333334
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 09:00:00,2026-02-05 15:00:00,1,15.0,24.0,0.9185135436560207,0.7531955122632373,0.9477271299512426,0.98087465452811,15.25925925925926,2.6825817519634096,6.866666666666667
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 10:00:00,2026-02-05 16:00:00,1,16.0,24.0,0.9108379149992599,0.6762120949368639,0.9457719300290507,0.9807598324333165,14.731481481481481,2.7434452372058233,6.633333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 11:00:00,2026-02-05 17:00:00,1,17.0,24.0,0.8769165210416003,0.559004045653877,0.8943573496123725,0.98168996722448,13.861111111111109,2.577652056321176,5.766666666666667
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 12:00:00,2026-02-05 18:00:00,1,18.0,24.0,0.8635871267569362,0.48466494695952816,0.8723910392341988,0.9800205501938327,12.138888888888888,1.2536982329329731,4.333333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 13:00:00,2026-02-05 19:00:00,1,19.0,24.0,0.8254066438194172,0.4917435859288364,0.8568758741304409,0.9797312546804626,11.518518518518519,0.7828866601454811,3.266666666666667
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 14:00:00,2026-02-05 20:00:00,1,20.0,24.0,0.8014540801654343,0.4399705208031292,0.8394362762663347,0.9807590266489156,11.203703703703704,0.8811877039242698,2.5
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 15:00:00,2026-02-05 21:00:00,1,21.0,24.0,0.7570885773132974,0.4456730299805984,0.7933491808514208,0.9815573100620972,10.879629629629632,0.5985665318108876,2.0666666666666664
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 16:00:00,2026-02-05 22:00:00,1,22.0,24.0,0.7015405039830785,0.40140038546711454,0.7363597953925752,0.9824181292564578,10.870370370370372,0.7245333392403566,1.8999999999999997
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 17:00:00,2026-02-05 23:00:00,1,23.0,24.0,0.6479859121937336,0.3829303640816029,0.7096870422952394,0.9756339528547584,10.694444444444445,0.409192218407118,1.9666666666666668
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 18:00:00,2026-02-06 00:00:00,2,24.0,48.0,0.5901649917024006,0.33775399463982075,0.6677879377837936,0.9688679163045826,10.481481481481483,0.5894738534221113,1.8333333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 19:00:00,2026-02-06 01:00:00,2,25.0,48.0,0.5598179777510576,0.3070299249978803,0.6450443127001034,0.9556240703307983,10.39814814814815,0.5395852697901291,1.8
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 20:00:00,2026-02-06 02:00:00,2,26.0,48.0,0.497236832012374,0.238094287133857,0.5466485633715527,0.9151482578557852,10.018518518518519,0.7382481209362095,1.7666666666666666
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 21:00:00,2026-02-06 03:00:00,2,27.0,48.0,0.41599277847789207,0.17450721970076127,0.36757051483680475,0.8587764606423642,9.425925925925926,0.6703217702866032,1.7333333333333334
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 22:00:00,2026-02-06 04:00:00,2,28.0,48.0,0.33546235989806894,0.07639907239224322,0.2659311368671456,0.8016559742796745,8.49074074074074,0.042431256434776535,1.3
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-05 23:00:00,2026-02-06 05:00:00,2,29.0,48.0,0.2279788498456058,0.009714853540299967,0.16898026902789454,0.6352748488609969,7.166666666666668,0.8069910581296641,0.8333333333333334
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 00:00:00,2026-02-06 06:00:00,2,30.0,48.0,0.08323135089155402,0.0,0.039867590198884154,0.32832716742580476,4.490740740740741,1.0961961916258325,0.7666666666666666
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 01:00:00,2026-02-06 07:00:00,2,31.0,48.0,0.08214160043239063,0.0,0.03736099616874712,0.3138032767176504,2.175925925925926,1.5116148397883349,0.3333333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 02:00:00,2026-02-06 08:00:00,2,32.0,48.0,0.11006225725318333,0.0,0.05189570483276432,0.37262070387104185,3.092592592592593,1.0032098689468039,0.5333333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 03:00:00,2026-02-06 09:00:00,2,33.0,48.0,0.24943887663647263,0.007107857476085472,0.17566560365933404,0.5328715145325436,4.333333333333333,2.9825883613622137,1.4666666666666668
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 04:00:00,2026-02-06 10:00:00,2,34.0,48.0,0.38808546062021587,0.01633742236269159,0.3004144827625409,0.7544770825203668,5.055555555555556,3.732676033406914,3.433333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 05:00:00,2026-02-06 11:00:00,2,35.0,48.0,0.4862637559665521,0.025156724023973565,0.40970468326243153,0.9532346478300291,5.9259259259259265,5.039759612792312,5.5
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 06:00:00,2026-02-06 12:00:00,2,36.0,48.0,0.6405462278947017,0.08375143715788713,0.5920051252470415,0.9569475861762227,9.444444444444445,6.004884842801621,6.533333333333332
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 07:00:00,2026-02-06 13:00:00,2,37.0,48.0,0.7891840962213291,0.22589392861379343,0.8155225985370572,0.9739570198205763,10.5,5.208018509003541,7.0
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 08:00:00,2026-02-06 14:00:00,2,38.0,48.0,0.795261164750386,0.41378627072694707,0.8858309351819179,0.9841376520868108,12.351851851851853,4.006777950838442,7.066666666666666
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 09:00:00,2026-02-06 15:00:00,2,39.0,48.0,0.9070660011585008,0.7017356930463177,0.9403670988206735,0.9807692127934651,14.481481481481483,1.223904566063579,6.633333333333333
t1,rolling,2026-02-04,2026-02-04 18:00:00,2026-02-05,2026-02-06 10:00:00,2026-02-06 16:00:00,2,40.0,48.0,0.9190917164893185,0.8158378689932647,0.9475220660143564,0.9807433012511297,15.555555555555557,0.7642675828998673,5.766666666666667
