turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-16 18:00:00,2026-02-17 00:00:00,1,0.0,24.0,0.6409661534059673,0.3297451457533486,0.6921297675989346,0.955456308651413,10.722222222222223,3.1111111111111116,4.133333333333334
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-16 19:00:00,2026-02-17 01:00:00,1,1.0,24.0,0.6147046389689016,0.3796197565996306,0.6651077157328275,0.9511669488970598,10.833333333333334,2.920368021793837,3.9333333333333336
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-16 20:00:00,2026-02-17 02:00:00,1,2.0,24.0,0.6110786958586593,0.3762505419856808,0.6481084969554761,0.9510637835737602,10.925925925925926,2.5428933489948293,3.7999999999999994
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-16 21:00:00,2026-02-17 03:00:00,1,3.0,24.0,0.5740456572134902,0.303478542888408,0.6013476306375489,0.9295851069369346,10.49074074074074,1.836347130009194,3.7000000000000006
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-16 22:00:00,2026-02-17 04:00:00,1,4.0,24.0,0.47442805941245014,0.2555519228998613,0.46940278007303066,0.8789475178282353,9.814814814814815,1.6325993563750463,3.533333333333333
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-16 23:00:00,2026-02-17 05:00:00,1,5.0,24.0,0.3922029481538395,0.1711084115042087,0.3593225606618238,0.7982292015434367,8.814814814814815,1.571675732793981,3.533333333333333
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 00:00:00,2026-02-17 06:00:00,1,6.0,24.0,0.3117765117773952,0.051604610715456134,0.26216393805518096,0.6953253286459256,7.787037037037038,1.367144601766733,3.3666666666666667
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 01:00:00,2026-02-17 07:00:00,1,7.0,24.0,0.29648366904208695,0.05223226684568005,0.24248406000902328,0.6439248498035214,7.2592592592592595,1.2239045660635777,3.3000000000000003
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 02:00:00,2026-02-17 08:00:00,1,8.0,24.0,0.21743364461990633,0.05010337037258428,0.1821763681985383,0.5278066717587272,6.6944444444444455,1.227576655221353,3.4000000000000004
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 03:00:00,2026-02-17 09:00:00,1,9.0,24.0,0.133446258247264,0.01866279070000835,0.07750900697504488,0.45843027821768645,6.194444444444444,1.6146990699259582,3.733333333333334
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 04:00:00,2026-02-17 10:00:00,1,10.0,24.0,0.15702777615738756,0.01777278558103941,0.09701904875836558,0.47835123097840326,5.851851851851852,2.3134625679915253,4.166666666666667
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 05:00:00,2026-02-17 11:00:00,1,11.0,24.0,0.14889510176854456,0.01931702594896592,0.09468932134633289,0.4179804163753491,5.453703703703703,2.3772866401734825,4.733333333333333
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 06:00:00,2026-02-17 12:00:00,1,12.0,24.0,0.1521682204185459,0.020418138733821353,0.0908770566577829,0.3431809588475794,4.787037037037037,2.9523391716335947,6.3
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 07:00:00,2026-02-17 13:00:00,1,13.0,24.0,0.15642496586156096,0.02331455142268722,0.11602570459755747,0.4272264134655373,4.6759259259259265,2.485813659010889,7.0
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 08:00:00,2026-02-17 14:00:00,1,14.0,24.0,0.20002495819581037,0.02531465305640987,0.14764961511092295,0.5028338555240117,5.268518518518518,2.6244242950899603,7.400000000000001
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 09:00:00,2026-02-17 15:00:00,1,15.0,24.0,0.27852847135169523,0.03995072531104921,0.21402429369541764,0.5833361932892684,5.7407407407407405,2.8974676754091933,7.966666666666666
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 10:00:00,2026-02-17 16:00:00,1,16.0,24.0,0.37371529452350594,0.064544870802868,0.26305595090859824,0.7096745459485876,6.277777777777779,3.25616698846821,8.266666666666666
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 11:00:00,2026-02-17 17:00:00,1,17.0,24.0,0.52440678766159,0.09471170800768625,0.42769802931544715,0.8434134602764574,6.916666666666667,3.6162356800721875,8.166666666666666
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 12:00:00,2026-02-17 18:00:00,1,18.0,24.0,0.6416657401167523,0.1403202751983103,0.5745987196749235,0.9559345036928537,8.537037037037036,1.9068454763776461,7.533333333333334
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 13:00:00,2026-02-17 19:00:00,1,19.0,24.0,0.6736264433649587,0.21470455829715984,0.6140048754578259,0.9542661208137536,9.36111111111111,2.677207177564885,6.599999999999999
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 14:00:00,2026-02-17 20:00:00,1,20.0,24.0,0.7140195940684277,0.31031314214359146,0.680707043655876,0.9624045639107334,10.055555555555557,3.4123730926522082,5.733333333333333
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 15:00:00,2026-02-17 21:00:00,1,21.0,24.0,0.6811765854757089,0.36753390558110793,0.7317399084555621,0.9707826424944637,10.712962962962962,3.54874927251517,5.266666666666667
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 16:00:00,2026-02-17 22:00:00,1,22.0,24.0,0.6753016706475728,0.4086320264727086,0.730337514649996,0.9672133026613627,11.14814814814815,3.516970907206927,4.766666666666667
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 17:00:00,2026-02-17 23:00:00,1,23.0,24.0,0.6528889057270301,0.395319534938994,0.7222825481626037,0.9639172601900559,10.879629629629632,2.984700355813255,4.566666666666667
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 18:00:00,2026-02-18 00:00:00,2,24.0,48.0,0.7344951025430131,0.5483055112506297,0.8279860732676639,0.9732232191232415,11.472222222222223,2.1657761702800893,4.066666666666666
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 19:00:00,2026-02-18 01:00:00,2,25.0,48.0,0.7442593846880644,0.5437991605516768,0.8311759905093842,0.9765053710595317,11.5,2.0485993408324776,3.6666666666666665
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 20:00:00,2026-02-18 02:00:00,2,26.0,48.0,0.7407786747784474,0.5430525377149171,0.8302345863451654,0.9761289006995602,11.666666666666666,1.8055555555555556,3.3333333333333335
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 21:00:00,2026-02-18 03:00:00,2,27.0,48.0,0.770384977874883,0.5592410965521277,0.8650742276256315,0.9794460417618758,12.037037037037038,1.3089003646607527,3.1999999999999997
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 22:00:00,2026-02-18 04:00:00,2,28.0,48.0,0.7709366902633569,0.5562927541968405,0.8691220299102922,0.9792245412425306,11.916666666666666,0.9464847243000456,3.033333333333333
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-17 23:00:00,2026-02-18 05:00:00,2,29.0,48.0,0.8507765474727133,0.6499614006068088,0.9118925146608946,0.9830528235960274,12.101851851851853,0.8829372510549167,2.8333333333333335
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 00:00:00,2026-02-18 06:00:00,2,30.0,48.0,0.7630189895044477,0.5522044864694103,0.8657512610262131,0.9794007902029849,12.083333333333334,0.8475636834662423,2.6
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 01:00:00,2026-02-18 07:00:00,2,31.0,48.0,0.7924734809105992,0.5350009300529179,0.8800455032928812,0.9798304642595607,12.083333333333334,0.53214566835189,2.766666666666667
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 02:00:00,2026-02-18 08:00:00,2,32.0,48.0,0.7894998471447154,0.5808013618844227,0.8921350793528215,0.9812505119467116,12.203703703703704,1.029777833724962,2.733333333333333
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 03:00:00,2026-02-18 09:00:00,2,33.0,48.0,0.8989324598115003,0.7420101185163271,0.9571856800185682,0.9863630553937657,12.324074074074076,0.3072344448710556,4.066666666666666
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 04:00:00,2026-02-18 10:00:00,2,34.0,48.0,0.9124219545230013,0.7620229929061995,0.9559521355150912,0.9864479243617343,12.75925925925926,0.6176002276167517,6.033333333333334
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 05:00:00,2026-02-18 11:00:00,2,35.0,48.0,0.9181627673095308,0.752890431236434,0.9560818654860507,0.9864293212969384,12.462962962962964,1.0230119735088081,8.4
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 06:00:00,2026-02-18 12:00:00,2,36.0,48.0,0.9219461172054385,0.76002468753433,0.9560818654860507,0.9865028537130073,12.75925925925926,1.0527496820251792,10.566666666666668
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 07:00:00,2026-02-18 13:00:00,2,37.0,48.0,0.9216108931332977,0.7696026979068064,0.9562277058685577,0.9864505897611547,13.037037037037038,0.9230975319531206,11.833333333333334
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 08:00:00,2026-02-18 14:00:00,2,38.0,48.0,0.9308112476382817,0.8124325215080612,0.9560103204864708,0.9864265284571322,13.203703703703704,0.7105538904796175,12.766666666666666
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 09:00:00,2026-02-18 15:00:00,2,39.0,48.0,0.9265871802799535,0.8114145324917393,0.9560103204864708,0.9863085606979182,12.935185185185185,0.6194714327288043,13.1
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 10:00:00,2026-02-18 16:00:00,2,40.0,48.0,0.9182178554797216,0.7226716639191944,0.955697850394922,0.9863270980631976,12.388888888888891,1.1183790077331885,13.0
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 11:00:00,2026-02-18 17:00:00,2,41.0,48.0,0.918092452916046,0.7167332292094544,0.9494455602348774,0.9856270463043157,12.00925925925926,1.506757754266144,12.333333333333334
t1,rolling,2026-02-16,2026-02-16 18:00:00,2026-02-17,2026-02-18 12:00:00,2026-02-18 18:00:00,2,42.0,48.0,0.8452236301008124,0.6374248598772994,0.8712690895681002,0.9788807113710392,11.953703703703702,1.7700206922600663,10.966666666666667
