turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-21 18:00:00,2026-02-22 00:00:00,1,0.0,24.0,0.10476908549098872,0.009899938202011979,0.06798987197009798,0.3028601619646718,4.185185185185185,1.78737283354384,4.266666666666667
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-21 19:00:00,2026-02-22 01:00:00,1,1.0,24.0,0.09993303090055476,0.00935616758649747,0.06731500414810936,0.2889173414177485,4.0,1.8208751796191545,3.733333333333333
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-21 20:00:00,2026-02-22 02:00:00,1,2.0,24.0,0.07620279895859716,0.00923545791159439,0.0399432429194872,0.26132076025169215,3.6203703703703702,1.40554823596396,3.1999999999999997
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-21 21:00:00,2026-02-22 03:00:00,1,3.0,24.0,0.05531142241139192,0.009073259758361416,0.017402441476882243,0.19926096461229914,3.1296296296296298,1.1707380458567411,2.6666666666666665
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-21 22:00:00,2026-02-22 04:00:00,1,4.0,24.0,0.05478764358262847,0.009114083977184774,0.017298464012291744,0.17324192619945744,2.564814814814815,1.207401726866892,2.3000000000000003
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-21 23:00:00,2026-02-22 05:00:00,1,5.0,24.0,0.05584746938070702,0.009129143364261837,0.021296756482900685,0.19633419073869018,2.222222222222222,0.829621362392671,2.066666666666667
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-22 00:00:00,2026-02-22 06:00:00,1,6.0,24.0,0.09966796365628808,0.009901186976498343,0.03766170931837461,0.2778499618804685,1.5185185185185184,1.2223274365487824,2.1333333333333333
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-22 01:00:00,2026-02-22 07:00:00,1,7.0,24.0,0.16913262858819456,0.015914991547134126,0.11275410772171837,0.4596793652263738,2.824074074074074,2.3665514665059364,2.1
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-22 02:00:00,2026-02-22 08:00:00,1,8.0,24.0,0.26220174322858114,0.03856895933600479,0.19385840560329562,0.658148626438521,5.935185185185186,3.867434204366363,1.9666666666666668
t1,rolling,2026-02-21,2026-02-21 18:00:00,2026-02-22,2026-02-22 03:00:00,2026-02-22 09:00:00,1,9.0,24.0,0.4268461746459296,0.06884148709828584,0.34760105324453394,0.8758959472123818,7.787037037037038,4.208524320320903,2.4333333333333336
