turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-18 18:00:00,2026-02-19 00:00:00,1,0.0,24.0,0.7151843738697364,0.4420190824667585,0.7406461451584435,0.9867610361709236,11.00925925925926,1.2833012662339642,6.366666666666666
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-18 19:00:00,2026-02-19 01:00:00,1,1.0,24.0,0.7245553734288452,0.40994558922247937,0.7734210129810569,0.9859557616615324,11.305555555555555,1.002696980432225,6.166666666666667
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-18 20:00:00,2026-02-19 02:00:00,1,2.0,24.0,0.7053743412156729,0.41770846948469254,0.7391785927853494,0.9782540529844218,11.24074074074074,0.9786822416091714,5.866666666666667
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-18 21:00:00,2026-02-19 03:00:00,1,3.0,24.0,0.6606996457520823,0.34082526243065303,0.7270991903476913,0.9752165455355861,11.425925925925926,1.4300385617408518,5.633333333333333
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-18 22:00:00,2026-02-19 04:00:00,1,4.0,24.0,0.6423859135815194,0.3223296852596744,0.7032397968411858,0.9742356002544366,11.231481481481481,1.3337190800022842,5.233333333333333
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-18 23:00:00,2026-02-19 05:00:00,1,5.0,24.0,0.6087180799667532,0.3059934033182042,0.6637664923942906,0.9507885738377525,10.953703703703704,1.3153689494780652,5.1
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-19 00:00:00,2026-02-19 06:00:00,1,6.0,24.0,0.49792980335151116,0.2733478535001304,0.5676987600753371,0.8894887100132005,9.925925925925927,0.7936541005222116,4.833333333333333
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-19 01:00:00,2026-02-19 07:00:00,1,7.0,24.0,0.42152151897727663,0.2566888029596686,0.4902334109869281,0.8688369148156083,9.314814814814815,0.9301754336943968,4.7
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-19 02:00:00,2026-02-19 08:00:00,1,8.0,24.0,0.40910595259023724,0.17677206080768162,0.41921063630614835,0.8312249153208843,9.231481481481481,2.1376860494681007,4.566666666666666
t1,rolling,2026-02-18,2026-02-18 18:00:00,2026-02-19,2026-02-19 03:00:00,2026-02-19 09:00:00,1,9.0,24.0,0.3384026579820769,0.08434632156297187,0.29348914464541814,0.7673417700889047,8.435185185185185,2.0713234074948828,5.566666666666666
