turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-27 18:00:00,2026-02-28 00:00:00,1,0.0,24.0,0.6183783497203076,0.3034843760861082,0.5693984494715265,0.9633625565275353,9.435185185185185,2.2562213941508187,-3.8666666666666667
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-27 19:00:00,2026-02-28 01:00:00,1,1.0,24.0,0.6093218453553122,0.3098076113715242,0.5876931607468104,0.9605765074061166,9.472222222222221,2.3552214123590516,-4.266666666666667
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-27 20:00:00,2026-02-28 02:00:00,1,2.0,24.0,0.7329045770941714,0.3641200959908363,0.7416512540862118,0.9731686277490972,9.805555555555557,2.436856911051257,-4.7
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-27 21:00:00,2026-02-28 03:00:00,1,3.0,24.0,0.7743976472711517,0.4191163718363806,0.8169676057062991,0.9807669185758646,10.425925925925926,2.424847795486496,-5.233333333333333
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-27 22:00:00,2026-02-28 04:00:00,1,4.0,24.0,0.8381758643405794,0.4987625869925241,0.8546523102765781,0.9826580602654056,10.694444444444445,2.18174949620655,-5.633333333333333
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-27 23:00:00,2026-02-28 05:00:00,1,5.0,24.0,0.8542627197185516,0.5686820264072932,0.8758137080476329,0.9828261881208221,10.879629629629632,2.1266484770304577,-5.866666666666667
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-28 00:00:00,2026-02-28 06:00:00,1,6.0,24.0,0.848984289282579,0.5786047286365973,0.892721044658422,0.9860572051286254,11.314814814814815,1.8860954289426057,-6.900000000000001
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-28 01:00:00,2026-02-28 07:00:00,1,7.0,24.0,0.8554062259760797,0.587242455172436,0.9018692756240546,0.9885721803637608,11.092592592592593,1.5139101255730982,-7.099999999999999
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-28 02:00:00,2026-02-28 08:00:00,1,8.0,24.0,0.8567034413617525,0.5904446305658503,0.8929949149508991,0.9888852853797033,11.879629629629632,2.026508989155383,-7.566666666666667
t1,rolling,2026-02-27,2026-02-27 18:00:00,2026-02-28,2026-02-28 03:00:00,2026-02-28 09:00:00,1,9.0,24.0,0.8640670696401458,0.6619547052262439,0.9075484130417565,0.9889193538035965,12.481481481481481,2.4384923325627006,-7.766666666666667
