turbine,policy,issue_date,issue_time_utc,issue_time_local,time_utc,time_local,horizon_day,lead_hours,nwp_lead_hours,forecast,p10,p50,p90,wind_speed_100m,ws100_ens_std,temperature_2m
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-14 18:00:00,2026-02-15 00:00:00,1,0.0,24.0,0.06372292185260822,0.008709971890715295,0.021919090051296105,0.19476142078808706,4.0,1.7574796066814644,-0.43333333333333335
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-14 19:00:00,2026-02-15 01:00:00,1,1.0,24.0,0.04627521125360897,0.008592592201076022,0.01894406744060044,0.158377847878876,3.111111111111111,1.5232255412061328,-0.6666666666666666
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-14 20:00:00,2026-02-15 02:00:00,1,2.0,24.0,0.045990009567476335,0.008674091426034003,0.016793362730523086,0.15094067726524185,2.2222222222222223,1.5398512835039109,-0.7000000000000001
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-14 21:00:00,2026-02-15 03:00:00,1,3.0,24.0,0.05077019464028893,0.006997166715538405,0.020755676417914624,0.1723106690943176,1.7962962962962965,1.5331555184068573,-0.7000000000000001
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-14 22:00:00,2026-02-15 04:00:00,1,4.0,24.0,0.047980147194981955,0.007899383003415682,0.018320794668886864,0.19562505831777943,2.75,2.6711478551734147,-0.6333333333333332
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-14 23:00:00,2026-02-15 05:00:00,1,5.0,24.0,0.09465824352659113,0.010979769472085149,0.045383388143822034,0.28942336851367745,2.972222222222222,2.9584311407931763,-1.1333333333333333
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 00:00:00,2026-02-15 06:00:00,1,6.0,24.0,0.16247057322207206,0.020917197552368302,0.1116026957001644,0.41314861210886933,4.37962962962963,2.200296930953216,-1.0999999999999999
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 01:00:00,2026-02-15 07:00:00,1,7.0,24.0,0.23514803595917685,0.04758059059965314,0.1915463137450785,0.6055339968549419,6.277777777777779,2.300865376653202,-1.2
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 02:00:00,2026-02-15 08:00:00,1,8.0,24.0,0.35792550018061464,0.10024134149856748,0.33468112199647143,0.7761007979664984,7.712962962962965,1.7612805152780016,-0.6999999999999998
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 03:00:00,2026-02-15 09:00:00,1,9.0,24.0,0.5796146980379325,0.23490190903039865,0.5221298914573624,0.9271499641426444,8.675925925925926,1.4257154726850296,0.5
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 04:00:00,2026-02-15 10:00:00,1,10.0,24.0,0.7957181833143943,0.3737169216703665,0.7807559160980603,0.9649705005760618,10.046296296296296,1.4181183557030392,1.8666666666666665
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 05:00:00,2026-02-15 11:00:00,1,11.0,24.0,0.8843207474893585,0.5848540038255309,0.9367285679724502,0.9836061073929909,11.018518518518519,1.2745530968570196,3.033333333333333
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 06:00:00,2026-02-15 12:00:00,1,12.0,24.0,0.8777095605644433,0.640415820409816,0.9409972277860242,0.9841867942300276,12.444444444444445,0.8678055195451834,4.033333333333333
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 07:00:00,2026-02-15 13:00:00,1,13.0,24.0,0.8858871587970881,0.6420049480924428,0.9497553887868712,0.9849216965934078,12.333333333333336,0.9145598685085746,5.166666666666667
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 08:00:00,2026-02-15 14:00:00,1,14.0,24.0,0.907582420217541,0.7222143027833166,0.9537775449077764,0.9859679375435222,12.00925925925926,1.0070482066589355,5.933333333333333
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 09:00:00,2026-02-15 15:00:00,1,15.0,24.0,0.9107491618166804,0.7352547566340968,0.9556568636356698,0.9865568759496672,11.787037037037038,1.0873619301217925,6.366666666666667
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 10:00:00,2026-02-15 16:00:00,1,16.0,24.0,0.9084286851473693,0.7038394782401884,0.9391086995065282,0.9851040841534457,11.620370370370372,1.144408485591139,6.3
t1,rolling,2026-02-14,2026-02-14 18:00:00,2026-02-15,2026-02-15 11:00:00,2026-02-15 17:00:00,1,17.0,24.0,0.8555092871945914,0.637801445881435,0.8922708809323193,0.9815012440857336,11.555555555555557,1.1152699944380402,5.733333333333333
