experiment_id,scope,horizon_bucket,n,MAE,RMSE,nMAE,nMAE_pct,Bias,R2,turbine_id,lead_hours
HistoricalMean__Baseline__global__default,horizon_bucket,D1,5776,0.3182755152739543,0.3603878325463492,0.3182755152739543,31.827551527395432,0.0003940425818521747,0.013983925157120436,,
HistoricalMean__Baseline__global__default,horizon_bucket,D2,5776,0.3182755152739543,0.3603878325463492,0.3182755152739543,31.827551527395432,0.0003940425818521747,0.013983925157120436,,
HistoricalMean__Baseline__global__default,turbine_id,,5782,0.3195077614638791,0.3616594709592174,0.3195077614638791,31.95077614638791,0.0019147058932398298,0.010641891925411873,turbine_1,
HistoricalMean__Baseline__global__default,turbine_id,,5770,0.3170407063536519,0.35910903245977766,0.3170407063536519,31.704070635365188,-0.001129783287548776,0.01713078584760197,turbine_2,
HistoricalMean__Baseline__global__default,turbine_id+horizon_bucket,D1,2891,0.3195077614638791,0.3616594709592174,0.3195077614638791,31.95077614638791,0.0019147058932398346,0.010641891925411873,turbine_1,
HistoricalMean__Baseline__global__default,turbine_id+horizon_bucket,D2,2891,0.3195077614638791,0.3616594709592174,0.3195077614638791,31.95077614638791,0.0019147058932398346,0.010641891925411873,turbine_1,
HistoricalMean__Baseline__global__default,turbine_id+horizon_bucket,D1,2885,0.3170407063536519,0.35910903245977766,0.3170407063536519,31.704070635365188,-0.001129783287548771,0.017130785847602192,turbine_2,
HistoricalMean__Baseline__global__default,turbine_id+horizon_bucket,D2,2885,0.3170407063536519,0.35910903245977766,0.3170407063536519,31.704070635365188,-0.001129783287548771,0.017130785847602192,turbine_2,
HistoricalMean__Baseline__global__default,lead_hours,,242,0.28298955731366515,0.3249960631072101,0.28298955731366515,28.298955731366515,0.04882373644987119,-0.026402039947177824,,1.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.28174519135170306,0.3271835169435575,0.28174519135170306,28.174519135170307,0.03329845983714352,-0.013706848194344534,,2.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.29678729519888963,0.33823528310491074,0.29678729519888963,29.678729519888964,0.03452689057834035,-0.013906962597914907,,3.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.2980059321157489,0.3406032529502752,0.2980059321157489,29.80059321157489,0.027190412638378635,-0.009228744076257955,,4.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.30192198050027175,0.3466626079292124,0.30192198050027175,30.192198050027173,0.022239743821973357,-0.006247420264922088,,5.0
HistoricalMean__Baseline__global__default,lead_hours,,241,0.30305154410018603,0.34145542318938227,0.30305154410018603,30.305154410018602,0.0420450985336922,-0.017020337318917056,,6.0
HistoricalMean__Baseline__global__default,lead_hours,,239,0.29415804856674943,0.33403572739455245,0.29415804856674943,29.415804856674942,0.03428039515418218,-0.01254172973480272,,7.0
HistoricalMean__Baseline__global__default,lead_hours,,239,0.30678395153603,0.3472326208067185,0.30678395153603,30.678395153603,0.019951366396039703,-0.005190516959589164,,8.0
HistoricalMean__Baseline__global__default,lead_hours,,239,0.3253693542308883,0.3621558188571168,0.3253693542308883,32.53693542308883,0.0370427274192516,-0.012551126304637839,,9.0
HistoricalMean__Baseline__global__default,lead_hours,,236,0.3516541826350948,0.38344289911924373,0.3516541826350948,35.16541826350948,0.03547942137663258,-0.009954041575868766,,10.0
HistoricalMean__Baseline__global__default,lead_hours,,240,0.3636561083108238,0.39613057831589105,0.3636561083108238,36.36561083108238,0.025990120753005053,-0.006421131173712569,,11.0
HistoricalMean__Baseline__global__default,lead_hours,,240,0.35783158112713515,0.39402886819024285,0.35783158112713515,35.783158112713515,-0.019740831352723007,-0.006722770544631107,,12.0
HistoricalMean__Baseline__global__default,lead_hours,,240,0.35972196329170836,0.39852596098339105,0.35972196329170836,35.972196329170835,-0.06111145257493937,-0.027906104110878127,,13.0
HistoricalMean__Baseline__global__default,lead_hours,,240,0.3565672720311698,0.39354998220894216,0.3565672720311698,35.65672720311698,-0.07056504667108449,-0.037031051380254754,,14.0
HistoricalMean__Baseline__global__default,lead_hours,,239,0.3484373986384736,0.38914649457516093,0.3484373986384736,34.84373986384736,-0.05917982873518169,-0.026862831250111574,,15.0
HistoricalMean__Baseline__global__default,lead_hours,,241,0.33847534806038854,0.38081440894652246,0.33847534806038854,33.84753480603885,-0.05221326413003765,-0.020663715563450147,,16.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.3382245539063776,0.383708161535107,0.3382245539063776,33.822455390637764,-0.04912833414114179,-0.017686311948780453,,17.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.3197122158210258,0.3647138331504268,0.3197122158210258,31.971221582102583,-0.03651386703570705,-0.011374881871215603,,18.0
HistoricalMean__Baseline__global__default,lead_hours,,240,0.3252412080987464,0.36381704835856477,0.3252412080987464,32.52412080987464,-0.03185433340018172,-0.00918809641702123,,19.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.3167948339017304,0.35721766163926827,0.3167948339017304,31.67948339017304,-0.022119288512320413,-0.005057983757751572,,20.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.2961921273495538,0.34560927678070424,0.2961921273495538,29.61921273495538,-0.008205152447091201,-0.0022077208293815875,,21.0
HistoricalMean__Baseline__global__default,lead_hours,,240,0.2981735660675501,0.3462701707949683,0.2981735660675501,29.81735660675501,0.007936240616847631,-0.001673681028512508,,22.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.29086457758833173,0.3399026626090666,0.29086457758833173,29.086457758833173,0.01724973490059626,-0.005157528208977968,,23.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.2883735052292533,0.3326757274471705,0.2883735052292533,28.83735052292533,0.0339832145363811,-0.01365673545693058,,24.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.28298955731366515,0.3249960631072101,0.28298955731366515,28.298955731366515,0.04882373644987119,-0.026402039947177824,,25.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.28174519135170306,0.3271835169435575,0.28174519135170306,28.174519135170307,0.03329845983714352,-0.013706848194344534,,26.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.29678729519888963,0.33823528310491074,0.29678729519888963,29.678729519888964,0.03452689057834035,-0.013906962597914907,,27.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.2980059321157489,0.3406032529502752,0.2980059321157489,29.80059321157489,0.027190412638378635,-0.009228744076257955,,28.0
HistoricalMean__Baseline__global__default,lead_hours,,242,0.30192198050027175,0.3466626079292124,0.30192198050027175,30.192198050027173,0.022239743821973357,-0.006247420264922088,,29.0
HistoricalMean__Baseline__global__default,lead_hours,,241,0.30305154410018603,0.34145542318938227,0.30305154410018603,30.305154410018602,0.0420450985336922,-0.017020337318917056,,30.0
HistoricalMean__Baseline__global__default,lead_hours,,239,0.29415804856674943,0.33403572739455245,0.29415804856674943,29.415804856674942,0.03428039515418218,-0.01254172973480272,,31.0
HistoricalMean__Baseline__global__default,lead_hours,,239,0.30678395153603,0.3472326208067185,0.30678395153603,30.678395153603,0.019951366396039703,-0.005190516959589164,,32.0
HistoricalMean__Baseline__global__default,lead_hours,,239,0.3253693542308883,0.3621558188571168,0.3253693542308883,32.53693542308883,0.0370427274192516,-0.012551126304637839,,33.0
