scope,turbine_id,horizon_bucket,model,n,coverage_pct,wind_mae,wind_rmse,wind_bias,temperature_mae,temperature_bias
available_rows,all,D1,ECMWF,31360,64.72385040865186,2.1615235969387756,2.8031090099259033,0.583452593537415,3.3295776891621767,-3.0411871784724966
available_rows,all,D1,GFS,32263,66.58755056550814,2.601320088026532,3.348796737209227,0.9676510760520306,2.4812378104003874,-1.855926198951115
available_rows,all,D1,ICON,32258,66.57723107405266,2.211609471552276,2.8412936112664897,-0.49121680410027485,2.8978244282383296,-2.661588778091978
available_rows,all,D1,Simple Ensemble,32263,66.58755056550814,1.8782250565663452,2.4176582497978303,0.34515962557728663,2.6898866867457194,-2.308873817898439
available_rows,all,D1,Weighted Ensemble,32263,66.58755056550814,1.8645752699592952,2.39833181179613,0.31354252621808176,2.633199611565475,-2.2385618204034956
available_rows,all,D2,ECMWF,31312,64.62478329067943,2.3678192599216485,3.0598139869434133,0.5866487821495486,3.378766474611062,-3.0119727870418354
available_rows,all,D2,GFS,32240,66.54008090481301,2.7460224358974354,3.5337740159303426,0.9094681555004136,2.455786862319299,-1.7097907135277213
available_rows,all,D2,ICON,32234,66.52769751506645,2.379475812289301,3.069777607291844,-0.5293334160617154,2.8958952613745885,-2.5709374410031693
available_rows,all,D2,Simple Ensemble,32240,66.54008090481301,2.035610835401158,2.618861061592531,0.31186879652605454,2.6691672815950187,-2.195463937087559
available_rows,all,D2,Weighted Ensemble,32240,66.54008090481301,2.024614252469734,2.6037693784405946,0.2880082635186965,2.610607308713897,-2.121419250340998
available_rows,turbine_1,D1,ECMWF,15032,63.51459838593823,2.145514236295902,2.784937404791077,0.6420777896043997,3.3677240585950687,-3.0878399400540357
available_rows,turbine_1,D1,GFS,15498,65.48358473824312,2.600984213016733,3.3424578524306594,1.0289768572288898,2.493053026707512,-1.881829687477528
available_rows,turbine_1,D1,ICON,15494,65.46668356783707,2.194851663009337,2.814797445040304,-0.4497944365560862,2.9393326734306693,-2.721471582941516
available_rows,turbine_1,D1,Simple Ensemble,15498,65.48358473824312,1.8633204284423797,2.3975475509154744,0.3987830687830688,2.71715249313256,-2.3459097381024288
available_rows,turbine_1,D1,Weighted Ensemble,15498,65.48358473824312,1.848467468662214,2.3765269960422515,0.36520506850579115,2.6590285676493335,-2.274524392204615
available_rows,turbine_1,D2,ECMWF,15008,63.41319136350192,2.3547415822672355,3.0451911045387394,0.6496873889481165,3.4246339633012006,-3.0710924023338406
available_rows,turbine_1,D2,GFS,15476,65.39062830100984,2.7478375118463,3.530135872275961,0.972582708710261,2.468460458687859,-1.7380400668019984
available_rows,turbine_1,D2,ICON,15470,65.36527654540077,2.3622281835811245,3.0475435253954575,-0.490162034044387,2.9412400867410162,-2.636359458901281
available_rows,turbine_1,D2,Simple Ensemble,15476,65.39062830100984,2.0229179589902646,2.6026585423376094,0.36595211941070044,2.698410357189133,-2.236338343483206
available_rows,turbine_1,D2,Weighted Ensemble,15476,65.39062830100984,2.0110925166434983,2.5862667099153716,0.3391742522918778,2.638281983267338,-2.1608507231626013
available_rows,turbine_2,D1,ECMWF,16328,65.87855557797054,2.1762622488975993,2.8197347526212786,0.5294806467417932,3.294264513355609,-2.9979993942591396
available_rows,turbine_2,D1,GFS,16765,67.64171878152108,2.6016305795804753,3.3546459121756027,0.9109599363753852,2.4699695498312897,-1.831221847310235
available_rows,turbine_2,D1,ICON,16764,67.63768408311479,2.2270977491449933,2.865564643433345,-0.5295011134971764,2.859333275964278,-2.606058650297363
available_rows,turbine_2,D1,Simple Ensemble,16765,67.64171878152108,1.892003280644199,2.436101431538381,0.2955887265135699,2.663883082325186,-2.273552382519957
available_rows,turbine_2,D1,Weighted Ensemble,16765,67.64171878152108,1.8794657384652398,2.4183138761516965,0.26578433472539337,2.60856634207508,-2.20426404546174
available_rows,turbine_2,D2,ECMWF,16304,65.78172281621949,2.379857396957802,3.0732129995782316,0.528621095027805,3.3363104392916547,-2.957250269053909
available_rows,turbine_2,D2,GFS,16764,67.63768408311479,2.74434681460272,3.5371293144324185,0.8512027757893901,2.4437005382101766,-1.6828503858088257
available_rows,turbine_2,D2,ICON,16764,67.63768408311479,2.3953921100771494,3.0901535300228877,-0.5654811898512686,2.853850941192241,-2.510277283085349
available_rows,turbine_2,D2,Simple Ensemble,16764,67.63768408311479,2.0473285015509424,2.633730238139628,0.2619407659269864,2.6412792789082022,-2.1564835790976744
